"Gewässer","","'=","Rhein 6187",""
"Messstelle","","'=","Iffezheim CXX334 2838",""
"","","'=","Karlsruhe CXX359 2839",""
"","","'=","Rheinfelden CXX147 2827",""
"Parameter","","'=","4 T Temperatur Grad Celsius",""
"Zeitraum","","'=","Thu Jan 01 00:00:00 CET 1970 Tue Apr 30 23:59:59 CEST 2024",""


"Gewässer","GCODE","Messstelle","Ost","Nord","Parameter","Datum","Tagesmittelwert","Dimension"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.10.1999","17,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.10.1999","17,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.10.1999","16,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.10.1999","16,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.10.1999","16,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.10.1999","15,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.10.1999","15,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.10.1999","14,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.10.1999","14,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.10.1999","14,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.10.1999","15","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.10.1999","15,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.10.1999","15,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.10.1999","14,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.10.1999","14,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.10.1999","14,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.10.1999","14,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.10.1999","13,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.10.1999","13,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.10.1999","13","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.10.1999","12,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.10.1999","12,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.10.1999","12,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.10.1999","12,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.10.1999","12,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.10.1999","12,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.10.1999","13","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.10.1999","12,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.10.1999","13","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.10.1999","13,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.10.1999","13,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.11.1999","13,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.11.1999","13,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.11.1999","13,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.11.1999","13,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.11.1999","12,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.11.1999","12,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.11.1999","12,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.11.1999","12","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.11.1999","12","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.11.1999","11,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.11.1999","11,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.11.1999","10,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.11.1999","10,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.11.1999","9,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.11.1999","9,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.11.1999","8,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.11.1999","8,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.11.1999","8,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.11.1999","8,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.11.1999","7,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.11.1999","7,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.11.1999","7,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.11.1999","6,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.11.1999","6,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.11.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.11.1999","7,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.11.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.11.1999","7,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.11.1999","7,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.11.1999","7,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.12.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.12.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.12.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.12.1999","7,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.12.1999","7,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.12.1999","7,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.12.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.12.1999","6,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.12.1999","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.12.1999","7,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.12.1999","7,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.12.1999","7,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.12.1999","7,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.12.1999","7,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.12.1999","7,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.12.1999","6,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.12.1999","5,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.12.1999","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.12.1999","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.12.1999","5,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.12.1999","5,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.12.1999","5,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.12.1999","5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.12.1999","5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.12.1999","5,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.12.1999","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.12.1999","6,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.12.1999","6,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.12.1999","6,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.12.1999","5,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.12.1999","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.01.2000","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.01.2000","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.01.2000","5,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.01.2000","6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.01.2000","6,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.01.2000","6,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.01.2000","6,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.01.2000","6,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.01.2000","6,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.01.2000","6,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.01.2000","6,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.01.2000","6,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.01.2000","6,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.01.2000","6,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.01.2000","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.01.2000","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.01.2000","5,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.01.2000","5,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.01.2000","5,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.01.2000","5,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.01.2000","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.01.2000","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.01.2000","5,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.01.2000","5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.01.2000","4,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.01.2000","4,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.01.2000","3,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.01.2000","3,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.01.2000","4,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.01.2000","4,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.01.2000","4,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.02.2000","5,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.02.2000","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.02.2000","6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.02.2000","6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.02.2000","6,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.02.2000","6,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.02.2000","6,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.02.2000","6,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.02.2000","6,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.02.2000","6,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.02.2000","6,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.02.2000","6,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.02.2000","5,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.02.2000","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.02.2000","6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.02.2000","6,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.02.2000","6,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.02.2000","6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.02.2000","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.02.2000","5,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.02.2000","5,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.02.2000","5,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.02.2000","5,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.02.2000","5,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.02.2000","5,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.02.2000","6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.02.2000","6,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.02.2000","6,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.02.2000","7,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.03.2000","7,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.03.2000","7,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.03.2000","7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.03.2000","6,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.03.2000","6,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.03.2000","6,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.03.2000","6,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.03.2000","6,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.03.2000","7,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.03.2000","7,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.03.2000","8,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.03.2000","8,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.03.2000","8,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.03.2000","9,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.03.2000","9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.03.2000","8,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.03.2000","8,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.03.2000","8,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.03.2000","8,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.03.2000","7,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.03.2000","8,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.03.2000","8,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.03.2000","8,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.03.2000","9,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.03.2000","9,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.03.2000","9,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.03.2000","9,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.03.2000","9,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.03.2000","9,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.03.2000","8,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.03.2000","8,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.04.2000","8,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.04.2000","8,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.04.2000","9,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.04.2000","9,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.04.2000","10,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.04.2000","10","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.04.2000","10","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.04.2000","10,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.04.2000","10,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.04.2000","10,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.04.2000","10,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.04.2000","10,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.04.2000","10,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.04.2000","10,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.04.2000","10,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.04.2000","10,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.04.2000","10,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.04.2000","10,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.04.2000","11","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.04.2000","11,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.04.2000","11,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.04.2000","12,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.04.2000","13,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.04.2000","13,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.04.2000","13,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.04.2000","14,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.04.2000","14,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.04.2000","13,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.04.2000","13,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.04.2000","14,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.05.2000","14,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.05.2000","14,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.05.2000","14,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.05.2000","15,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.05.2000","15,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.05.2000","15,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.05.2000","15,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.05.2000","16,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.05.2000","16,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.05.2000","17,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.05.2000","17,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.05.2000","17,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.05.2000","17,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.05.2000","18,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.05.2000","17,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.05.2000","17,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.05.2000","18,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.05.2000","18","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.05.2000","17,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.05.2000","17,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.05.2000","16,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.05.2000","16","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.05.2000","15,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.05.2000","15,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.05.2000","16,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.05.2000","16","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.05.2000","17","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.05.2000","16,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.05.2000","16,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.05.2000","16,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","31.05.2000","15,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.06.2000","15,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.06.2000","15,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.06.2000","16,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.06.2000","17,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.06.2000","18,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.06.2000","18,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.06.2000","18,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.06.2000","18,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.06.2000","18,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.06.2000","18,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.06.2000","19,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.06.2000","19,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.06.2000","19,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.06.2000","20,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.06.2000","20,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.06.2000","20,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.06.2000","20","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.06.2000","20,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.06.2000","20,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.06.2000","21,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.06.2000","21,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.06.2000","22","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.06.2000","21,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.06.2000","21,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.06.2000","21,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.06.2000","20,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","27.06.2000","20,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","28.06.2000","19,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","29.06.2000","20","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","30.06.2000","20,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","01.07.2000","21,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","02.07.2000","21,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","03.07.2000","21,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","04.07.2000","21,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","05.07.2000","21,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","06.07.2000","21,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","07.07.2000","21,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","08.07.2000","21,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","09.07.2000","20,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","10.07.2000","20","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","11.07.2000","19,1","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","12.07.2000","18,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","13.07.2000","18","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","14.07.2000","17,6","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","15.07.2000","16,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","16.07.2000","16,9","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","17.07.2000","16,3","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","18.07.2000","16,4","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","19.07.2000","17","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","20.07.2000","17,7","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","21.07.2000","18,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","22.07.2000","18,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","23.07.2000","18,8","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","24.07.2000","19,2","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","25.07.2000","19,5","°C"
"Rhein","CXX334","Iffezheim","434781","5409118","Temperatur","26.07.2000","19,6","°C"
