station_latitude;station_longitude;station_name;station_no;catchment_no;catchment_name;river_name;station_diary;LANUV_Eindat;CATCHMENT_SIZE;LANUV_BezReg;LHP_ANZEIGE;LANUV_Info_1;LANUV_Info_2;LANUV_Info_3;POS_AT_WTO;station_dist_to_conf;LANUV_Kat;BODY_RESPONSIBLE;INTERNET_AKTIV;LANUV_MW;ngr_letter;LHP_APP_NOTIFY;admin_level;river_code;LHP_BEREITSTELLER;region_district;LANUV_MSTNAME_alt;catchment_size;WEB_STATYPE;LANUV_MHW;INTERNET_DOWNLOAD;LANUV_MNW;WTO_OBJECT;DIST_TO_CONFL;LANUV_MSTNR_alt;LHP_KEIN_EXP_EXTERN;river_key;station_diary_status;station_catchment_area;LANUV_Betr;river_id;admin_name;LHP_URL_BEREITSTELLER;LANUV_TEZG;LANUV_HN7W;ObjectDescription;LANUV_MN7W;LANUV_N7W;LANUV_AQZmstnr;LANUV_AQZname;INTERNET_BEMERKUNG;LANUV_weitererBetreiber;station_status_remark;station_status
51.1618743625653;6.27328007361769;Molzmuehle;2843000000100;286;Niers- und Schwalmeinzugsgebiet;Schwalm;;01.11.1985;52,93 km²;;6;;;;Mitte;173.7;Grundmessstelle;Standort Duisburg;yes;38,0;-;w;Gemeinde;284;LANUV NRW;---;Molzmuehle;1747.67;Gewässerkundlicher Pegel;99,0;yes;31,0;Schwalm;33,70 km;2843000000100;EFAS,BBK;284;;1747.67;LANUV NRW;32339;---;https://www.hydrologie.nrw.de/lanuv/;Niers- und Schwalmeinzugsgebiet;43,6;;36,6;32,4;;;;;;
52.0166987097841;8.75031578026757;Pottenhausen;4619100000100;4;Weserzuflüsse;Werre;;01.01.2003;166,00 km²;;6;;;;;190.1;Grundmessstelle;Standort Minden;yes;81,0;-;w;Gemeinde;46;LANUV NRW;---;Pottenhausen;3810.53;Gewässerkundlicher Pegel;227,0;yes;63,0;Werre;39,16 km;4619100000100;EFAS,BBK;46;;3810.53;LANUV NRW;32334;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;66,0;;63,2;58,5;;;;WWV;;
51.7142916588542;8.26406524093061;Liesborn;2784651000100;278;Lippeeinzugsgebiet;Liese;;;66,30 km²;;6;;;;;3.8;Grundmessstelle;Standort Lippstadt;yes;;-;w;Gemeinde;27846;LANUV NRW;---;Liesborn;4885.49;Gewässerkundlicher Pegel;;yes;;Liese;30,40 km;278465100;EFAS,BBK;27846;;4885.49;LANUV NRW;32445;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;;;;;;;;;;
52.3534238062946;8.55833660889624;Fiestel;4761500000100;4;Weserzuflüsse;Große Aue;;12.01.1901;102,24 km²;;6;;;;Links;262.9;Grundmessstelle;Standort Minden;yes;121,0;-;w;Gemeinde;476;LANUV NRW;---;Fiestel;3810.53;Gewässerkundlicher Pegel;230,0;yes;103,0;Große Aue;70,73 km;4761500000100;EFAS,BBK;476;;3810.53;LANUV NRW;32337;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;105,4;;101,1;98,0;;;;;;
50.782566;6.111791;Kalkofen;2828100000100;282;Rureinzugsgebiet;Lahn;;;33,63 km²;;6;;;;;585.7;Grundmessstelle;;yes;;-;w;Gemeinde;258;LANUV NRW;---;Kalkofen;2229.27;Gewässerkundlicher Pegel;;yes;;Lahn;49,36 km;2828100000100;EFAS,BBK;258;;2229.27;LANUV NRW;32306;---;https://www.hydrologie.nrw.de/lanuv/;;;;;;;;;;;
50.9744192531436;6.5957897422206;Glesch;2747390000100;274;Erfteinzugsgebiet;Erft;;12.11.1939;1323,00 km²;Köln;7;170,0;180,0;195,0;Rechts;735.6;Hochwasserwarndienst/Grundmessstelle;Standort Bonn;yes;118,0;-;kw;Gemeinde;274;LANUV NRW;---;Glesch;1880.98;Infopegel;182,0;yes;94,0;Erft;33,91 km;2747390000100;EFAS,BBK;274;;1880.98;LANUV NRW;31288;---;https://www.hydrologie.nrw.de/lanuv/;Erfteinzugsgebiet;;;;;;;;;;
51.5700786813498;6.35952058304107;Kapellen;2866500000200;286;Niers- und Schwalmeinzugsgebiet;Issumer Fleuth;;30.10.1987;75,86 km²;;7;70,0;90,0;115,0;Rechts;43.3;Hochwasserwarndienst/Grundmessstelle;Standort Duisburg;yes;22,0;-;kw;Gemeinde;2866;LANUV NRW;---;Kapellen;1747.67;Infopegel;60,0;yes;5,0;Issumer Fleuth;8,47 km;2866500000200;EFAS,BBK;2866;;1747.67;LANUV NRW;32407;---;https://www.hydrologie.nrw.de/lanuv/;Niers- und Schwalmeinzugsgebiet;;;;;;;;;;
50.9248839701203;6.34934730394865;Juelich-Stadion;2825190000200;282;Rureinzugsgebiet;Rur;;01.05.1972;1334,57 km²;Köln;7;205,0;250,0;290,0;Links;180.2;Hochwasserwarndienst/Grundmessstelle;Standort Eschweiler;yes;124,0;-;kw;Gemeinde;282;LANUV NRW;---;Juelich-Stadion;2229.27;Infopegel;220,0;yes;102,0;Rur;55,10 km;2825190000200;EFAS,BBK;282;;2229.27;LANUV NRW;32338;---;https://www.hydrologie.nrw.de/lanuv/;Rureinzugsgebiet;116,0;;111,3;108,3;;;;;;
50.7659871703976;7.30004059250534;Geisbach;2727290000100;272;Siegeinzugsgebiet Östlich;Hanfbach;;11.09.1975;48,90 km²;;6;;;;Rechts;21.9;Grundmessstelle;Standort Bonn;yes;27,0;-;w;Gemeinde;27272;LANUV NRW;---;Geisbach;613.28;Gewässerkundlicher Pegel;117,0;yes;17,0;Hanfbach;1,37 km;2727290000100;EFAS,BBK;27272;;613.28;LANUV NRW;32360;---;https://www.hydrologie.nrw.de/lanuv/;Siegeinzugsgebiet östl.;19,0;;16,6;14,5;;;;;;
50.8665180471763;6.09484341510097;Herzogenrath_1;2828300000200;282;Rureinzugsgebiet;Wurm;;01.11.1969;96,29 km²;Köln;7;190,0;210,0;240,0;Links;25.8;Hochwasserwarndienst/Grundmessstelle;Standort Eschweiler;yes;66,0;-;kw;Gemeinde;2828;LANUV NRW;---;Herzogenrath_1;2229.27;Infopegel;207,0;yes;54,0;Wurm;35,80 km;2828300000200;EFAS,BBK;2828;;2229.27;LANUV NRW;32400;---;https://www.hydrologie.nrw.de/lanuv/;Rureinzugsgebiet;56,6;;54,5;52,8;;;;;;
50.9387718051163;8.32506497711514;Feudingen;2581119000100;258;Lahneinzugsgebiet;Lahn;;01.11.1949;25,40 km²;;6;;;;Links;585.7;Grundmessstelle;Standort Albaum;yes;40,0;-;w;Gemeinde;258;LANUV NRW;---;Feudingen;153.94;Gewässerkundlicher Pegel;124,0;yes;26,0;Lahn;222,32 km;2581119000100;EFAS,BBK;258;;153.94;LANUV NRW;32306;---;https://www.hydrologie.nrw.de/lanuv/;Lahneinzugsgebiet;27,4;;26,2;24,4;;;;;;
51.518713182007;6.30999093397869;Veert;2850000000200;286;Niers- und Schwalmeinzugsgebiet;Nierskanal;;01.11.1979;0,00 km²;;7;130,0;160,0;190,0;Links;138.3;Hochwasserwarndienst/Grundmessstelle;Standort Duisburg;yes;54,0;-;kw;Gemeinde;2854;LANUV NRW;---;Veert;1747.67;Infopegel;109,0;yes;29,0;Nierskanal;12,65 km;2850000000200;EFAS,BBK;2854;;1747.67;LANUV NRW;32340;---;https://www.hydrologie.nrw.de/lanuv/;Niers- und Schwalmeinzugsgebiet;;;;;;;;;;
51.2556907632542;7.15858651283625;Kluserbruecke;2736510000100;2736;Wuppereinzugsgebiet;Wupper;;07.05.1927;337,82 km²;Düsseldorf;7;210,0;225,0;250,0;Links;703.6;Hochwasserwarndienst/Grundmessstelle;Standort Duisburg;yes;32,0;-;kw;Gemeinde;2736;LANUV NRW;---;Kluserbruecke;812.884583;Infopegel;165,0;yes;18,0;Wupper;49,24 km;2736510000100;EFAS,BBK;2736;;812.884583;LANUV NRW;32309;---;https://www.hydrologie.nrw.de/lanuv/;Wuppereinzugsgebiet;19,9;;19,3;18,9;;;;;;
51.7064757846965;9.13454682675516;Rustenhof;4526900000100;4;Weserzuflüsse;Aa;;01.11.1959;77,06 km²;;6;;;;Mitte;21.6;Grundmessstelle;Standort Minden;yes;94,0;-;w;Gemeinde;4526;LANUV NRW;---;Rustenhof;3810.53;Gewässerkundlicher Pegel;253,0;yes;73,0;Aa;2,90 km;4526900000100;EFAS,BBK;4526;;3810.53;LANUV NRW;32413;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;72,0;;66,4;60,1;;;;;;
52.0943312979099;7.60279241328893;Greven;3331000000100;3;Emseinzugsgebiet;Ems;;01.11.1958;2842,10 km²;Münster;7;530,0;630,0;870,0;Links;0.0;Hochwasserwarndienst/Grundmessstelle;Standort Münster;yes;228,0;-;kw;Gemeinde;3;LANUV NRW;---;Greven;4130.11;Infopegel;651,0;yes;97,0;Ems;113,44 km;3331000000100;EFAS,BBK;3;;4130.11;LANUV NRW;32302;---;https://www.hydrologie.nrw.de/lanuv/;Emseinzugsgebiet;103,1;;83,6;63,2;;;;;;
51.7341206853373;8.70935368754447;Neuhaus2;2782900000200;278;Lippeeinzugsgebiet;Alme;;01.07.1985;758,92 km²;Detmold;7;165,0;195,0;250,0;Mitte;208.7;Hochwasserwarndienst/Grundmessstelle;Standort Bielefeld;yes;40,0;-;kw;Gemeinde;2782;LANUV NRW;---;Neuhaus2;4885.49;Infopegel;151,0;yes;16,0;Alme;1,90 km;2782900000200;EFAS,BBK;2782;;4885.49;LANUV NRW;32382;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;;;;;;;;;;
51.7611289781292;8.91826454164804;Altenbeken2;2781610000200;278;Lippeeinzugsgebiet;Beke;;04.04.1962;20,05 km²;;6;;;;Rechts;214.9;Grundmessstelle;Standort Bielefeld;yes;31,0;-;w;Gemeinde;27816;LANUV NRW;---;Altenbeken2;4885.49;Gewässerkundlicher Pegel;61,0;yes;26,0;Beke;12,20 km;2781610000200;EFAS,BBK;27816;;4885.49;LANUV NRW;32380;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;27,6;;26,0;24,8;;;;;;
51.3514046469602;8.4880239917932;Olsberg;2761150000100;276;Ruhreinzugsgebiet;Ruhr;;01.01.1941;109,95 km²;Arnsberg;7;160,0;270,0;295,0;Links;780.2;Hochwasserwarndienst/Grundmessstelle;Standort Lippstadt;yes;64,0;-;kw;Gemeinde;276;LANUV NRW;---;Olsberg;4485.94;Infopegel;184,0;yes;30,0;Ruhr;195,75 km;2761150000100;EFAS,BBK;276;;4485.94;LANUV NRW;31286;---;https://www.hydrologie.nrw.de/lanuv/;Ruhreinzugsgebiet;;;;;;;;;;
50.6927119472634;6.45253607650631;Zerkall;2823500000100;282;Rureinzugsgebiet;Rur;;01.11.1929;787,00 km²;Köln;7;130,0;145,0;220,0;Links;180.2;Hochwasserwarndienst/Grundmessstelle;Standort Eschweiler;yes;63,0;-;kw;Gemeinde;282;LANUV NRW;---;Zerkall;2229.27;Infopegel;125,0;yes;44,0;Rur;91,88 km;2823500000100;EFAS,BBK;282;;2229.27;LANUV NRW;32338;---;https://www.hydrologie.nrw.de/lanuv/;Rureinzugsgebiet;50,4;;44,3;41,7;;;;;;
51.6565079296457;8.60244080926702;Upsprunge;2783721000100;278;Lippeeinzugsgebiet;Heder;;11.09.1939;3,47 km²;;6;;;;Rechts;191.7;Grundmessstelle;Standort Bielefeld;yes;60,0;-;w;Gemeinde;278372;LANUV NRW;---;Upsprunge;4885.49;Gewässerkundlicher Pegel;;yes;47,0;Heder;10,76 km;2783721000100;EFAS,BBK;278372;;4885.49;LANUV NRW;32383;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;;;;;;;;;;
51.160478460391;7.79687395886576;Oestertalsperre_Zu;2766645000100;276;Ruhreinzugsgebiet;Oester;;;9,84 km²;;6;;;;Mitte;1.8;Grundmessstelle;Standort Hagen;yes;;-;w;Gemeinde;276664;LANUV NRW;---;Oestertalsperre_Zu;4485.94;Weiterer Betreiber Normal;;yes;;Oester;5,00 km;2766645000100;EFAS,BBK;276664;;4485.94;LANUV NRW;32472;---;https://www.hydrologie.nrw.de/lanuv/;Ruhreinzugsgebiet;;;;;;;;;;
51.0495232929869;8.28395231289474;Muesse;4281319000100;428;Edereinzugsgebiet;Eder;;01.11.1949;125,00 km²;;6;;;;Mitte;0.0;Grundmessstelle;Standort Albaum;yes;56,0;-;w;Gemeinde;428;LANUV NRW;---;Muesse;639.56;Gewässerkundlicher Pegel;164,0;yes;35,0;Eder;153,50 km;4281319000100;EFAS,BBK;428;;639.56;LANUV NRW;32329;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;38,0;;35,7;33,6;;;;;;
50.4826218611599;6.43302283838656;Hellenthal;2420600700100;282;Rureinzugsgebiet;Platißbach;;;36,40 km²;;6;;;;;12.5;Grundmessstelle;Standort Eschweiler;yes;;-;w;Gemeinde;282284;LANUV NRW;---;Hellenthal;2229.27;Gewässerkundlicher Pegel;;yes;;Platißbach;1,16 km;24206007;EFAS,BBK;282284;;2229.27;LANUV NRW;32484;---;https://www.hydrologie.nrw.de/lanuv/;Rureinzugsgebiet;;;;;;;;;;
51.6264331524888;6.2125255199776;Weeze;2867900000100;286;Niers- und Schwalmeinzugsgebiet;Niers;;14.09.1935;1005,05 km²;;7;205,0;225,0;255,0;Links;107.1;Hochwasserwarndienst/Grundmessstelle;Standort Duisburg;yes;93,0;-;kw;Gemeinde;286;LANUV NRW;---;Weeze;1747.67;Infopegel;173,0;yes;58,0;Niers;34,49 km;2867900000100;EFAS,BBK;286;;1747.67;LANUV NRW;32341;---;https://www.hydrologie.nrw.de/lanuv/;Niers- und Schwalmeinzugsgebiet;76,7;;63,4;55,7;;;;;;
52.1429305524634;7.66175966774909;Westladbergen;3345000000100;3;Emseinzugsgebiet;Glane;;;181,14 km²;;6;;;;;240.1;Grundmessstelle;Standort Münster;yes;;-;w;Gemeinde;334;LANUV NRW;---;Westladbergen;4130.11;Gewässerkundlicher Pegel;;yes;;Glane;4,08 km;3345000000100;EFAS,BBK;334;;4130.11;LANUV NRW;32326;---;https://www.hydrologie.nrw.de/lanuv/;Emseinzugsgebiet;;;;;;;;;;
51.7488430245064;8.63052966291985;Bentfeld;2783390000100;278;Lippeeinzugsgebiet;Lippe;;01.07.1955;1049,80 km²;Arnsberg;7;270,0;325,0;370,0;Rechts;814.4;Grundmessstelle;Standort Lippstadt;yes;137,0;-;kw;Gemeinde;278;LANUV NRW;---;Bentfeld;4885.49;Infopegel;278,0;yes;92,0;Lippe;195,90 km;2783390000100;EFAS,BBK;278;;4885.49;LANUV NRW;32313;---;https://www.hydrologie.nrw.de/lanuv/;Lippeeinzugsgebiet;93,8;;85,0;74,7;;;;;;
51.1357598353013;6.29168931405696;Baltes;2842000000100;286;Niers- und Schwalmeinzugsgebiet;Beeckbach;;01.11.1985;19,65 km²;;6;;;;Links;39.2;Grundmessstelle;Standort Duisburg;yes;24,0;-;w;Gemeinde;2842;LANUV NRW;---;Baltes;1747.67;Gewässerkundlicher Pegel;71,0;yes;17,0;Beeckbach;1,40 km;2842000000100;EFAS,BBK;2842;;1747.67;LANUV NRW;32404;---;https://www.hydrologie.nrw.de/lanuv/;Niers- und Schwalmeinzugsgebiet;19,2;;17,8;16,8;;;;;;
51.1692892640687;8.67168170685849;Medelon_W;4284170000100;428;Edereinzugsgebiet;Orke;;;33,98 km²;;6;;;;Mitte;78.5;Grundmessstelle;Standort Lippstadt;yes;;-;w;Gemeinde;4284;LANUV NRW;---;Medelon_W;639.56;Gewässerkundlicher Pegel;;yes;;Orke;11,98 km;4284170000100;EFAS,BBK;4284;;639.56;LANUV NRW;32412;---;https://www.hydrologie.nrw.de/lanuv/;Weserzuflüsse;;;;;;;;;;
51.4536430723035;9.11545249033896;Welda;4449900000100;44;Diemeleinzugsgebiet;Twiste;;01.08.1968;433,73 km²;Detmold;7;130,0;225,0;250,0;Mitte;46.7;Hochwasserwarndienst/Grundmessstelle;Standort Lippstadt;yes;54,0;-;kw;Gemeinde;444;LANUV NRW;---;Welda;512.39;Infopegel;172,0;yes;37,0;Twiste;4,63 km;4449900000100;EFAS,BBK;444;;512.39;LANUV NRW;32347;---;https://www.hydrologie.nrw.de/lanuv/;Diemeleinzugsgebiet;40,2;;38,0;35,4;;;;;;
50.7769820674819;7.44269205350868;Eitorf;2725910000100;272;Siegeinzugsgebiet Westlich;Sieg;;01.11.1967;1468,00 km²;Köln;7;250,0;410,0;460,0;Links;659.5;Hochwasserwarndienst/Grundmessstelle;Standort Bonn;yes;70,0;-;kw;Gemeinde;272;LANUV NRW;---;Eitorf;1600.73;Infopegel;344,0;yes;17,0;Sieg;39,40 km;2725910000100;EFAS,BBK;272;;1600.73;LANUV NRW;31289;---;https://www.hydrologie.nrw.de/lanuv/;Siegeinzugsgebiet westl.;20,4;;17,6;14,9;;;;;;
51.4906934330961;8.32525782122336;Belecke3;2762510000300;276;Ruhreinzugsgebiet;Bormelsbach;;;251,68 km²;;6;;;;;35.4;Grundmessstelle;Standort Lippstadt;yes;;-;w;Gemeinde;2762514;LANUV NRW;---;Belecke3;4485.94;Gewässerkundlicher Pegel;;yes;;Bormelsbach;0,62 km;2762510000300;EFAS,BBK;2762514;;4485.94;LANUV NRW;32431;---;https://www.hydrologie.nrw.de/lanuv/;Ruhreinzugsgebiet;;;;;;;;;;
